Name,Name clean,Name clean Global,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
Nada,nada,nada,GCAP18735,http://www.nadagrocery.com,,Canada,Western European and Others Group (WEOG),,,SME,Retail,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
New Society Publishers,new publishers,new publishers,GCAP18741,http://www.newsociety.com,,Canada,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,Net-zero target,Sep-24,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
Novex Delivery Solutions,novex delivery solutions,novex delivery solutions,GCAP14768,http://www.novex.ca,,Canada,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PATHFINDER,pathfinder,pathfinder,GCAP18754,https://pathfindersocent.com/,,Canada,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
próxima servicios,próxima servicios,próxima servicios,GCAP17803,http://www.proximaservicios.cl,,Chile,Latin American and Caribbean Group (GRULAC),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Ready Zero Go,ready zero go,ready zero go,GCAP33014,https://www.readyzerogo.com,,New Zealand,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Red Thread | Market Access Ltd,red thread | market access,red thread | market access,GCAP22363,http://www.redthreadmarketaccess.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Salt Palm Development,salt palm development,salt palm development,GCAP18175,http://www.saltpalm.com,,United States of America,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sharp Thinking Marketing,sharp thinking marketing,sharp thinking marketing,GCAP33016,https://www.sharpthinkingmarketing.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Vertown,vertown,vertown,GCAP32962,http://vertown.com%20/%20@vertown_,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Way2Global Srl SB,way2global,way2global,,https://www.way2global.com/,,Italy,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
WeShape,weshape,weshape,GCAP33116,https://www.weshape.io/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/06/2022,Own Website,,https://www.weshape.io/our-impact,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
aec Ltd.,aec,aec,GCAP22944,https://www.aechk.hk/,,China,Asia-Pacific Group,,,SME,Services,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
arbnco,arbnco,arbnco,GCAP22948,http://arbnco.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
AS&K Group Ltd,as&k,as&k,,asana.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Australian National University (ANU),australian national university anu,australian national university anu,GCAP14493,https://www.anu.edu.au/,,Australia,Western European and Others Group (WEOG),,,Higher Education,,,22/06/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Bellrock Property & Facilities Management Ltd,bellrock property facilities management,bellrock property facilities management,,http://www.bellrockgroup.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
BSB Construction Limited,bsb construction,bsb construction,GCAP22949,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Craven College,craven college,craven college,GCAP22644,https://www.craven-college.ac.uk,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,22/06/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
CRB Contractors Ltd,crb contractors,crb contractors,GCAP22946,http://www.crbcontractors.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Fort Collins, CO",fort collins,fort collins,GCAP4605,,,United States of America,Western European and Others Group (WEOG),,,City,,,22/06/2021,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Industrial Trading Solutions Ltd,industrial trading solutions,industrial trading solutions,GCAP22947,http://www.industrialtradingsolutions.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Lenakel,lenakel,lenakel,GCAP22575,,,Vanuatu,Asia-Pacific Group,,,City,,,22/06/2021,CDP-ICLEI Track,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Tall,tall,tall,GCAP22951,https://tall.agency,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ZF Friedrichshafen AG,zf friedrichshafen,zf friedrichshafen,GCAP22250,https://www.zf.com/mobile/en/homepage/homepage.html,529900CAYOWB8YIG7X25,Germany,Western European and Others Group (WEOG),,,Company,Manufacturing,,22/06/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
361 Energy CIC,361 energy,361 energy,,http://361energy.org,,United Kingdom,Western European and Others Group (WEOG),,,SME,Repair household goods,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
FSO Architect,fso architect,fso architect,,http://www.fsoarchitect.in,,India,Asia-Pacific Group,,,SME,Construction and civil engineering,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
G&P Group,g&p,g&p,,,,Ukraine,Eastern European Group,,,SME,Other manufacturing,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Greenhood Limited,greenhood,greenhood,,http://www.greenhoodltd.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
INSTRUMENTAL SERVICES INC dba INRHYTHM,instrumental services dba inrhythm,instrumental services inrhythm,,https://www.inrhythm.com/,,United States of America,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Space Studio Chennai,space studio chennai,space studio chennai,,http://www.spacestudiochennai.com,,India,Asia-Pacific Group,,,SME,Construction and civil engineering,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SunTrade,suntrade,suntrade,,"http://www.suntrade,se",,Sweden,Western European and Others Group (WEOG),,,SME,Electricity transmission,,22/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Keyboard Smash,keyboard smash,keyboard smash,GCAP33002,http://www.keyboardsmash.net,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Nene Warehouse Solutions Ltd,nene warehouse solutions,nene warehouse solutions,GCAP32850,http://www.nene.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Windsworth,windsworth,windsworth,GCAP32939,http://www.windsworth.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hospitality,,22/05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Altaire Limited,altaire,altaire,GCAP21823,http://altaire.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
EARTH,earth,earth,GCAP22076,http://www.earthpbc.com,,United States of America,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,22/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Lost in Samsara,lost in samsara,lost samsara,GCAP21897,http://www.lostinsamsara.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,22/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Awesome,awesome,awesome,,https://www.smugmug.com,,United States of America,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,22/04/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
AG Communications,communications,communications,GCAP31216,https://www.agcommunications.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2022,Other,,Have reported progress via: https://www.climateneutral.org/brand/ag-communications,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Beans & Bagels,beans bagels,beans bagels,GCAP31217,https://linktr.ee/beansandbagels,,United States of America,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,22/04/2022,Did not - support needed,,"Already created climate action plan, actions and net zero targets, but not shared externally yet",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Boddice Accounting Ltd,boddice accounting,boddice accounting,GCAP31518,http://www.boddiceaccounting.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Instinct Marketing + PR,instinct marketing + pr,instinct marketing +,GCAP31300,http://www.instinctmarketingpr.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Novoma,novoma,novoma,GCAP31401,http://www.novoma.com,,France,Western European and Others Group (WEOG),,,SME,"Biotech, health care & pharma",,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Oriental Club,oriental club,oriental club,GCAP31485,http://www.orientalclub.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hospitality,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
spv special projects ltd,spv special projects,special projects,GCAP31384,http://WWW.SPVSPECIALPROJECTS.CO.UK,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Business Speakeasy Ltd,the speakeasy,speakeasy,GCAP31397,http://www.thebusinessspeakeasy.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Truecore AB,truecore,truecore,GCAP31294,http://www.truecoreab.com,,Sweden,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Anglia Ruskin University,anglia ruskin university,anglia ruskin university,GCAP15315,https://aru.ac.uk,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,22/04/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Archus,archus,archus,GCAP21179,http://www.archus.uk.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Brabners Solicitors,brabners solicitors,brabners solicitors,,https://www.brabners.com/,,United Kingdom,Western European and Others Group (WEOG),,,Company,Services,,22/04/2021,Own Website,,https://www.brabners.com/sustainability,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Business in the Community,in the community,business in the community,,http://www.bitc.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
DN Colleges Group,dn colleges,dn colleges,GCAP21318,https://www.dncolleges.ac.uk/,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,22/04/2021,Did not - support needed,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Grupo Bimbo SAB de CV,grupo bimbo,grupo bimbo,GCAP1111,https://www.grupobimbo.com/,5493000RIXURZEBFEV60,Mexico,Latin American and Caribbean Group (GRULAC),,,Company,"Food, beverage & agriculture",,22/04/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Hopes Sustainability C.I.C.,hopes sustainability cic,hopes sustainability,,http://www.hopes-sustain.org,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
HP Inc,hp,hp,,hpincket.com,WHKXQACZ14C5XRO8LW03,United States of America,Western European and Others Group (WEOG),,,Company,Manufacturing,,22/04/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
ITC Soluciones S.A.,itc soluciones,itc soluciones,GCAP21141,http://www.itcsoluciones.com,,Argentina,Latin American and Caribbean Group (GRULAC),,,SME,Services,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NATAL SEEDS,natal seeds,natal seeds,GCAP21142,http://www.natalseeds.com,,Argentina,Latin American and Caribbean Group (GRULAC),,,SME,"Food, beverage & agriculture",,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Novatus Advisory,novatus advisory,novatus advisory,GCAP21222,https://www.novatusadvisory.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ONENESS Cosmetics GmbH,oneness cosmetics,oneness cosmetics,GCAP21144,http://www.oneness-cosmetics.com,,Austria,Western European and Others Group (WEOG),,,SME,Retail,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SHUJAAZ INC,shujaaz,shujaaz,,http://www.shujaazinc.com,,Kenya,African Group,,,SME,Services,,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Torbay Pharmaceuticals Ltd,torbay pharmaceuticals,torbay pharmaceuticals,GCAP21237,https://torbaypharmaceuticals.nhs.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Biotech, health care & pharma",,22/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
University of Kent,university of kent,university kent,GCAP15486,https://www.kent.ac.uk/,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,22/04/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Uruguay Olympic Committee,uruguay olympic committee,uruguay olympic committee,,http://www.cou.org.uy/,,Uruguay,Latin American and Caribbean Group (GRULAC),,<250M,Other,Sports,,22/03/2024,,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
"Atrato Capital Limited (""Atrato Capital"")","atrato capital ""atrato capital""","atrato capital ""atrato capital""",,,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,"£1,480,000,000.00",22/03/2023,,,,,Jul-24,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
"Atrato Partners Limited (""Atrato Partners"")","atrato partners ""atrato partners""","atrato partners ""atrato partners""",,,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,"£170,000,000.00",22/03/2023,,,,,Jul-24,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Bioworld Merchandising,bioworld merchandising,bioworld merchandising,,http://bioworldmerch.com,,United States of America,Western European and Others Group (WEOG),,,SME,Wearing apparel manufacturing,,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
BOSS CONSULTING SERVICES LTD,boss consulting services,boss consulting services,,https://www.boss-consulting.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
D M Dentalcare Ltd,d m dentalcare,d m dentalcare,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health and social work,,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Intelisense IT,intelisense it,intelisense it,,https://intelisenseit.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pink Spaghetti Brighton & Hove,pink spaghetti brighton hove,pink spaghetti brighton hove,,http://www.pink-spaghetti.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Reas Group,reas,reas,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Publishing printing and reproduction of recorded media,,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Revolwe AB,revolwe,revolwe,,,,Sweden,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,22/03/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Theta,theta,theta,,http://theta.trading,,United Kingdom,Western European and Others Group (WEOG),,,Company,Other,,22/03/2023,Did not - joined less than 12 months ago,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,,,Yes,,,
Absolute PR & Marketing Ltd,absolute pr marketing,absolute marketing,,www.absoluteprandmarketing.com,,United Kingdom,Western European and Others Group (WEOG),,,Company,Other,,22/03/2022,Did not - support needed,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Augeo Consulting Ltd,augeo consulting,augeo consulting,GCAP31356,http://www.augeo-consulting.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Bulle de bois,bulle bois,bulle bois,GCAP31391,,,France,Western European and Others Group (WEOG),,,SME,Manufacturing,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Centro Médico ABC,centro médico abc,centro médico abc,GCAP31226,https://www.centromedicoabc.com,,Mexico,Latin American and Caribbean Group (GRULAC),,,Healthcare,"Biotech, health care & pharma",,22/03/2022,Did not - support needed,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
Eat Your Greens Leeds,eat your greens leeds,eat your greens leeds,GCAP31344,https://eatyourgreensleeds.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Intsilo LImited,intsilo,intsilo,GCAP19713,http://www.intsilo.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Market Ethically Ltd,market ethically,market ethically,GCAP31346,https://marketethically.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Useful Projects,useful projects,useful projects,GCAP31277,https://www.usefulsimple.co.uk/%20https://www.linkedin.com/company/11796,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Wood's Homecare,wood's homecare,wood's homecare,GCAP31527,http://Woodshomecare.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Energy Networks Association Limited,energy networks association,energy networks,GCAP20641,http://energynetworks.org,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Fixzy,fixzy,fixzy,GCAP20665,http://Fixzy.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
JBS,jbs,jbs,GCAP1382,jbsfoodsgroup.com,529900RM0MTMZL9O5050,Brazil,Latin American and Caribbean Group (GRULAC),,,Company,"Food, beverage & agriculture",,22/03/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Leith Toy Hospital,leith toy hospital,leith toy hospital,GCAP20773,http://www.leithtoyhopsital.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Mighty Buildings,mighty buildings,mighty buildings,GCAP20805,http://mightybuildings.com,,United States of America,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Onwave UK Limited,onwave uk,onwave,GCAP20842,http://www.onwave.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Troup Bywaters + Anders,troup bywaters + anders,troup bywaters + anders,GCAP20973,tbanda.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/03/2021,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
"New Balance Athletics, Inc.",new balance athletics,new balance athletics,GCAP17297,https://www.newbalance.com/id/responsible-leadership.html,,United States of America,Western European and Others Group (WEOG),,,Company,Apparel,,22/03/2019,CDP,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,
ACS Stainless Steel Fixings Ltd,acs stainless steel fixings,acs stainless steel fixings,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Building Products,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Advance TRS Ltd.,advance trs,advance trs,,https://www.advance-trs.com/,123145553,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Anhui Zhongding Rubber-Plastic Products Co.,Ltd.",anhui zhongding rubber-plastic products,anhui zhongding rubber-plastic products,,,,China,Asia-Pacific Group,,,Company,Automobiles and Components,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Aylesbury Islamic Educational Trust,aylesbury islamic educational,aylesbury islamic educational,,no_website,8/9/4885,United Kingdom,Western European and Others Group (WEOG),,,SME,Non-governmental organization,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
BDO Limited,bdo,bdo,,,,China,Asia-Pacific Group,,,Company,Professional Services,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
"Beijing Huaxin Supply Chain Management Co., Ltd.",beijing huaxin supply chain management,beijing huaxin supply chain management,,,,China,Asia-Pacific Group,,,Company,Ground Transportation - Trucking Transportation,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Bemsiq AB,bemsiq,bemsiq,,,,Sweden,Western European and Others Group (WEOG),,,Company,Building Products,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Cloudberry Clean Energy ASA,cloudberry clean energy,cloudberry clean energy,,,,Norway,Western European and Others Group (WEOG),,,SME,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
CoCo,coco,coco,,https://www.instagram.com/co.co_parana/,,Argentina,Latin American and Caribbean Group (GRULAC),,,SME,Other commercial service activities,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cytomos Limited,cytomos,cytomos,,http://www.cytomos.com,141662821,United Kingdom,Western European and Others Group (WEOG),,,SME,Health care and services,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Dr. Sasse Gruppe,dr sasse gruppe,dr. sasse gruppe,,,,Germany,Western European and Others Group (WEOG),,,Company,"Trading Companies and Distributors, and Commercial Services and Supplies",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Dwellworks LLC,dwellworks,dwellworks,,,,United States of America,Western European and Others Group (WEOG),,,SME,Professional Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Eldora SA,eldora,eldora,,,,Switzerland,Western European and Others Group (WEOG),,,Company,Food and Beverage Processing,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
"Envita Solutions, LLC",envita solutions,envita solutions,,,,United States of America,Western European and Others Group (WEOG),,,Company,"Trading Companies and Distributors, and Commercial Services and Supplies",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Evie B's Microgreens,evie b's microgreens,evie b's microgreens,,no_website,,United Kingdom,Western European and Others Group (WEOG),,,SME,Manufacturing - Food and beverages,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Farm Dairy Holding,farm dairy,farm dairy,,,,Netherlands,Western European and Others Group (WEOG),,,Company,Food and Beverage Processing,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
GO Plc.,go,go,,,NA,Malta,Western European and Others Group (WEOG),,,Company,Telecommunication Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
H&A,h&a,h&a,,https://www.ha-agency.com/,829 2012 45,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Hollywood Bowl Group Plc,hollywood bowl,hollywood bowl,,,,United Kingdom,Western European and Others Group (WEOG),,,Company,"Hotels, Restaurants and Leisure, and Tourism Services",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
HOLMRIS B8 A/S,holmris b8,holmris b8,,,,Denmark,Western European and Others Group (WEOG),,,SME,"Trading Companies and Distributors, and Commercial Services and Supplies",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
